Panic disorder,"Palpitations, Sweating, Trembling, Shortness of breath, Fear of losing control, Dizziness","Antidepressant medications, Cognitive Behavioral Therapy, Relaxation Techniques"
Hemolytic Anemia,"Fatigue, weakness, pale skin, shortness of breath, jaundice","Treatment of underlying cause, blood transfusions, medications (immunosuppressants, corticosteroids), splenectomy (in some cases), supportive care, folic acid or iron supplementation"
Lateral Epicondylitis (Tennis Elbow),"Pain or tenderness on the outer side of the elbow, weak grip strength, difficulty with forearm movements","Rest, ice or cold therapy, compression, elbow brace or strap, pain relievers, physical therapy exercises, corticosteroid injections (in severe cases), ergonomic modifications"
Syphilis,"Primary stage: painless sores (chancre) at the site of infection, secondary stage: skin rash, fever, swollen lymph nodes, sore throat, latent stage: no symptoms, tertiary stage: severe complications affecting the heart, brain, and other organs","Antibiotics (usually penicillin), treatment of complications, regular follow-up and testing"
Diabetic Kidney Disease,"High blood pressure, increased need to urinate, swelling in the legs and ankles, fatigue, nausea, loss of appetite","Blood pressure control, blood sugar control, medications to protect the kidneys (such as ACE inhibitors or ARBs), lifestyle modifications (healthy diet, regular exercise, quitting smoking), management of underlying diabetes, treatment of complications (such as dialysis or kidney transplantation in advanced stages)"
Nose Disorder,"Nasal congestion, runny nose, sneezing, facial pain or pressure, loss of smell","Treatment depends on the underlying cause (such as allergies, sinusitis, or nasal polyps), and may include medications (such as decongestants, antihistamines, nasal sprays), saline nasal irrigation, steam inhalation, allergy management, antibiotics (if bacterial infection is present), surgical intervention (in some cases)"
Drug Withdrawal,"Anxiety, restlessness, irritability, tremors, sweating, nausea, vomiting, insomnia, drug cravings","Gradual tapering of the drug under medical supervision, medications to manage withdrawal symptoms (such as benzodiazepines, clonidine, or buprenorphine), behavioral therapy, support groups, counseling, rehabilitation programs"
Dental Caries,"Toothache, tooth sensitivity, visible pits or holes in the teeth, dark spots on the teeth, bad breath","Dental fillings, crowns, root canal treatment, tooth extraction (in severe cases), oral hygiene practices (brushing and flossing), regular dental check-ups, fluoride treatments, dietary modifications (reducing sugary and acidic foods and drinks), dental sealants (for prevention), education on proper oral care"
Hypercholesterolemia,"High levels of cholesterol in the blood, fatty deposits (xanthomas) on the skin or tendons, chest pain or angina, heart attacks, strokes","Lifestyle modifications (healthy diet, regular exercise, weight management, smoking cessation), medications to lower cholesterol levels (such as statins), regular monitoring of cholesterol levels, management of underlying conditions (such as diabetes or high blood pressure), potential additional treatments (such as bile acid sequestrants or PCSK9 inhibitors)"
Fracture of the Patella,"Severe pain, swelling, bruising, difficulty straightening or bending the knee, deformity","Immobilization (splint, cast, or brace), pain management, physical therapy, exercises to restore mobility and strength, potential surgical intervention (in severe cases or if displacement is present)"
Kidney Failure,"Decreased urine output, fluid retention, fatigue, shortness of breath, nausea, confusion, chest pain, seizures","Treatment depends on the underlying cause and may include medications to manage blood pressure and symptoms, dietary modifications (restricting salt, protein, and potassium), dialysis (hemodialysis or peritoneal dialysis) or kidney transplantation (in end-stage kidney failure), treatment of complications, management of fluid and electrolyte balance, lifestyle modifications (exercise, quitting smoking, healthy diet)"
Fracture of the Neck,"Severe neck pain, swelling, tenderness, difficulty moving or turning the head, numbness or weakness in the arms or legs","Immobilization (cervical collar, brace), pain management, potential surgical intervention (in severe cases)"
Muscle Spasm,"Sudden, involuntary muscle contractions, muscle pain, stiffness, limited range of motion","Stretching and relaxation exercises, heat or cold therapy, over-the-counter pain relievers, muscle relaxants, physical therapy, lifestyle modifications"
Hemophilia,"Excessive bleeding and bruising, prolonged bleeding from wounds or after dental work or surgery, spontaneous bleeding in joints or muscles","Replacement therapy with clotting factor concentrates, medications to control bleeding, physical therapy, joint protection measures, genetic counseling and testing for family members"
Hyperosmotic Hyperketotic State,"Increased blood sugar levels, increased ketone production, excessive thirst, frequent urination, fatigue, confusion, fruity breath odor","Insulin therapy to regulate blood sugar levels, intravenous fluids to correct dehydration, electrolyte replacement, correction of underlying causes (e.g., diabetes management)"
Peritonsillar Abscess,"Severe sore throat, difficulty swallowing, fever, swollen tonsils, voice changes, neck pain or stiffness","Antibiotics to treat infection, drainage of the abscess (needle aspiration or incision and drainage), pain relievers, warm saltwater gargles, rest, fluids, surgical removal of the tonsils (in chronic or recurrent cases)"
Gastroparesis,"Nausea, vomiting, early satiety, bloating, abdominal pain, poor appetite","Dietary modifications (small, frequent meals; low-fiber, low-fat diet), medication to promote gastric emptying, managing underlying cause if possible"
Fat Embolism,"Respiratory distress, chest pain, confusion, petechial rash (small red or purple spots), neurological symptoms","Supportive care (oxygen therapy, fluid resuscitation), managing symptoms (pain medication, anticoagulants), treatment of underlying cause if possible"
Polycythemia Vera,"Increased red blood cell count, fatigue, headache, dizziness, itching, enlarged spleen","Phlebotomy (removal of blood), medication (hydroxyurea, interferon), low-dose aspirin, managing complications (blood thinners, medication for itching)"
Thrombocytopenia,"Easy bruising, prolonged bleeding from cuts, petechiae (red or purple spots on the skin), nosebleeds, excessive menstrual bleeding","Treatment of underlying cause, platelet transfusion (if severe), medication (corticosteroids, immunosuppressants), avoiding medications that can worsen platelet counts"
Head and Neck Cancer,"Persistent sore throat, difficulty swallowing, voice changes, ear pain, neck mass, weight loss","Treatment depends on the specific type and stage of cancer, and may include surgery, radiation therapy, chemotherapy, targeted therapy, immunotherapy"
Pseudohypoparathyroidism,"Hypocalcemia (low calcium levels), tetany (muscle spasms), short stature, rounded face","Calcium and vitamin D supplementation, management of complications, hormone replacement therapy (if necessary)"
Goiter,"Enlarged thyroid gland in the neck, swelling or visible protrusion, difficulty swallowing or breathing","Treatment depends on the underlying cause (medication, radioactive iodine therapy, surgery)"
Urge Incontinence,"Sudden, intense urge to urinate followed by involuntary urine leakage","Behavioral therapies (bladder training, pelvic floor exercises), medications (anticholinergics, beta-3 agonists), medical devices"
Edward Syndrome,"Developmental delays, intellectual disability, distinct facial features (small jaw, low-set ears), heart defects","Supportive care, addressing associated medical issues, early intervention programs, palliative care"
Muscular Dystrophy,"Progressive muscle weakness and degeneration, difficulty walking or moving, muscle wasting","Supportive care, physical therapy, assistive devices, medications for symptom management, gene therapies (in some cases)"
Mittelschmerz,Lower abdominal pain and discomfort occurring around the time of ovulation,"Pain management (over-the-counter pain relievers, heat therapy), hormonal birth control (if severe or recurrent)"
Corneal Abrasion,"Eye pain, redness, foreign body sensation, sensitivity to light","Eye patching, lubricating eye drops, antibiotic ointments (if infected), avoiding further eye irritation"
Anemia of Chronic Disease,"Fatigue, weakness, pale skin, shortness of breath, decreased exercise tolerance","Treating the underlying chronic disease, addressing nutritional deficiencies, blood transfusions (in severe cases)"
Dysthymic Disorder,"Persistent depressive symptoms (low mood, lack of interest, changes in sleep and appetite), lasting for at least two years","Psychotherapy (cognitive-behavioral therapy, interpersonal therapy), antidepressant medications"
Scarlet Fever,"Sore throat, fever, rash (red, sandpaper-like), swollen glands","Antibiotics (such as penicillin or erythromycin), rest, fluids, symptomatic relief"
Hypertensive Heart Disease,"High blood pressure, chest pain or discomfort, shortness of breath, fatigue","Medications (antihypertensives), lifestyle changes (healthy diet, exercise, stress management), treatment of underlying conditions"
Drug Abuse (Barbiturates),"Sedation, drowsiness, slurred speech, confusion, respiratory depression","Medical detoxification, supportive care, counseling, rehabilitation programs"
Polycystic Ovarian Syndrome,"Irregular periods, excessive hair growth, acne, weight gain, ovarian cysts","Lifestyle changes (diet, exercise, weight management), hormonal contraceptives, fertility treatments (if needed)"
